"yorf","gene","beckmannHi","beckmannLo","hogan","tsvetanova","mitchell","score","RNAbinding","essential","desc"
"YLR287C-A","RPS30A",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30A has a paralog, RPS30B, that arose from the whole genome duplication"
"YMR131C","RRB1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Specific chaperone for ribosomal protein Rpl3p; binds to nascent Rpl3p during translation; essential gene"
"YIL153W","RRD1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Peptidyl-prolyl cis/trans-isomerase; activator of the phosphotyrosyl phosphatase activity of PP2A; involved in G1 phase progression, microtubule dynamics, bud morphogenesis and DNA repair; required for rapid reduction of Sgs1p levels in response to rapamycin; subunit of the Tap42p-Sit4p-Rrd1p complex; protein increases in abundance and relative distribution to the nucleus increases upon DNA replication stress"
"YHR065C","RRP3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity"
"YHR069C","RRP4",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain RNA binding domains; has similarity to human hRrp4p (EXOSC2)"
"YDR280W","RRP45",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp45p (PM/SCL-75, EXOSC9); protein abundance increases in response to DNA replication stress"
"YOR001W","RRP6",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Nuclear exosome exonuclease component; has 3'-5' exonuclease activity that is regulated by Lrp1p; involved in RNA processing, maturation, surveillance, degradation, tethering, and export; role in sn/snoRNAs precursor degradation; forms a stable heterodimer with Lrp1p; has similarity to E. coli RNase D and to human PM-Sc1 100 (EXOSC10); mutant displays reduced transcription elongation in the G-less-based"
"YDR083W","RRP8",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; methylates adenine (m1A) of the large subunit (LSU) rRNA at position 645; involved in pre-rRNA cleavage at site A2; mutation is synthetically lethal with a gar1 mutation; deletion disrupts telomere maintenance by influencing the expression of neighboring gene STN1"
"YPR137W","RRP9",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Protein involved in pre-rRNA processing; associated with U3 snRNP; component of small ribosomal subunit (SSU) processosome; ortholog of the human U3-55k protein"
"YLR221C","RSA3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein with a likely role in ribosomal maturation; required for accumulation of wild-type levels of large (60S) ribosomal subunits; binds to the helicase Dbp6p in pre-60S ribosomal particles in the nucleolus"
"YER125W","RSP5",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"NEDD4 family E3 ubiquitin ligase; regulates processes including: MVB sorting, the heat shock response, transcription, endocytosis and ribosome stability; ubiquitinates Sec23p, Sna3p, Ste4p, Nfi1p, Rpo21p and Sem1p; autoubiquitinates; deubiquitinated by Ubp2p; regulated by SUMO ligase Siz1p, in turn regulates Siz1p SUMO ligase activity; required for efficient Golgi-to-ER trafficking in COPI mutants; mutant tolerates aneuploidy; human homolog implicated in Liddle syndrome"
"YGL252C","RTG2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Sensor of mitochondrial dysfunction; regulates the subcellular location of Rtg1p and Rtg3p, transcriptional activators of the retrograde (RTG) and TOR pathways; Rtg2p is inhibited by the phosphorylated form of Mks1p"
"YDR233C","RTN1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Reticulon protein; involved in nuclear pore assembly and maintenance of tubular ER morphology; promotes membrane curvature; regulates the ER asymmetry-induced inheritance block during ER stress; role in ER-derived peroxisomal biogenesis; increases tubular ER when overexpressed; mutants have reduced phosphatidylserine transfer between the ER and mitochondria; interacts with exocyst subunit Sec6p, Yip3p, and Sbh1p; member of the RTNLA subfamily"
"YOR216C","RUD3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Golgi matrix protein; involved in the structural organization of the cis-Golgi; interacts genetically with COG3 and USO1"
"YDR388W","RVS167",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Calmodulin-binding actin-associated protein; roles in endocytic membrane tabulation and constriction, and exocytosis; N-BAR domain protein that interacts with Rvs161p to regulate actin cytoskeleton, endocytosis, and viability following starvation or osmotic stress; recruited to bud tips by Gyl1p and Gyp5p during polarized growth; homolog of mammalian amphiphysin"
"YDR129C","SAC6",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Fimbrin, actin-bundling protein; cooperates with Scp1p in organization and maintenance of the actin cytoskeleton; phosphorylated by Cdc28p/Clb2p in metaphase on T103, to regulate conformation, and modulate actin filament binding affinity and actin cable dynamics; relocalizes from the plasma membrane to the cytoplasm upon DNA replication stress; human homologs PLS3 and LCP1 implicated in spinocerebellar ataxia type 2 (SCA2) can each complement yeast null mutant"
"YER047C","SAP1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Putative ATPase of the AAA family; interacts with the Sin1p transcriptional repressor in the two-hybrid system"
"YPL218W","SAR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"ARF family GTPase; component of the COPII vesicle coat; required for transport vesicle formation during ER to Golgi protein transport; lowers membrane rigidity aiding vesicle formation; localizes to ER-mitochondrial contact sites where it enhances membrane curvature, thereby reducing contact size via its N-terminal amphipathic helix; regulates mitochondrial fission and fusion dynamics"
"YCR008W","SAT4",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Ser/Thr protein kinase involved in salt tolerance; funtions in regulation of Trk1p-Trk2p potassium transporter; overexpression affects the Fe-S and lipoamide containing proteins in the mitochondrion; required for lipoylation of Lat1p, Kgd2p and Gcv3p; partially redundant with Hal5p; has similarity to Npr1p; localizes to the cytoplasm and mitochondrion"
"YKL117W","SBA1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Co-chaperone that binds and regulates Hsp90 family chaperones; plays a role in determining prion variants; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins, and like p23 can regulate telomerase activity; protein abundance increases in response to DNA replication stress"
"YDR351W","SBE2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein required for bud growth; involved in transport of cell wall components from the Golgi to the cell surface; SBE2 has a paralog, SBE22, that arose from the whole genome duplication"
"YHR205W","SCH9",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"AGC family protein kinase; functional ortholog of mammalian S6 kinase; phosphorylated by Tor1p and required for TORC1-mediated regulation of ribosome biogenesis, translation initiation, and entry into G0 phase; involved in transactivation of osmostress-responsive genes; regulates G1 progression, cAPK activity and nitrogen activation of the FGM pathway; integrates nutrient signals and stress signals from sphingolipids to regulate lifespan"
"YLR022C","SDO1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Guanine nucleotide exchange factor (GEF) for Ria1p; essential protein involved in ribosome maturation; with Ria1p, promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; ortholog of the human protein (SBDS) responsible for autosomal recessive Shwachman-Bodian-Diamond Syndrome; highly conserved across archaea and eukaryotes"
"YDR164C","SEC1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Sm-like protein involved in docking and fusion of exocytic vesicles; binds to assembled SNARE complexes at the membrane and stimulates membrane fusion; localization to sites of secretion (bud neck and bud tip) is dependent on SNARE function; interacts directly with essential exocyst subunit Sec6p"
"YMR079W","SEC14",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Phosphatidylinositol/phosphatidylcholine transfer protein; involved in regulating PtdIns, PtdCho, and ceramide metabolism, products of which regulate intracellular transport and UPR; has a role in localization of lipid raft proteins; functionally homologous to mammalian PITPs; SEC14 has a paralog, YKL091C, that arose from the whole genome duplication"
"YNL287W","SEC21",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo"
"YER008C","SEC3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to sites of exocytosis prior to SNARE-mediated fusion; PtdIns[4,5]P2-binding protein that localizes to exocytic sites in a Rho1p-dependent, actin-independent manner, targeting and anchoring the exocyst to the plasma membrane with Exo70p; direct GTP Rho1p effector; required for ER inheritance; relocalizes away from bud neck upon DNA replication stress"
"YKL149C","DBR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"RNA lariat debranching enzyme; catalyzes debranching of lariat introns formed during pre-mRNA splicing; required for efficient Ty1 transposition; knockdown of human homolog Dbr1 rescues toxicity of RNA-binding proteins TDP-43 and FUS which are implicated in amyotrophic lateral sclerosis (ALS), suggests potential therapeutic target for ALS and related TDP-43 proteinopathies; human homolog DBR1 can complement yeast dbr1 null mutant"
"YDR023W","SES1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Cytosolic seryl-tRNA synthetase; class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate, interacts with peroxin Pex21p"
"YHR119W","SET1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Histone methyltransferase, subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3K4; Set1p-dependent H3K4 trimethylation recruits Nrd1p, allowing efficient termination of snoRNAs and cryptic unstable transcripts (CUTs) by Nrd1p-Nab3p-Sen1p pathway; modulates histone acetylation levels in promoter proximal regions to ensure efficient Nrd1p-dependent termination; required in transcriptional silencing near telomeres and at silent mating type loci; has a SET domain"
"YOR007C","SGT2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Glutamine-rich cytoplasmic cochaperone; serves as a scaffold bringing together Get4, Get5p, and other TRC complex members that are required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; interacts with the prion domain of Sup35p; amyloid sensor; plays a role in targeting chaperones to prion aggregates; similar to human cochaperone SGT; forms cytoplasmic foci upon DNA replication stress"
"YPR161C","SGV1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Cyclin (Bur2p)-dependent protein kinase; part of the BUR kinase complex which functions in transcriptional regulation; phosphorylates the carboxy-terminal domain (CTD) of Rpo21p and the C-terminal repeat domain of Spt5p; recruits Spt6p to the CTD at the onset of transcription; regulated by Cak1p; similar to metazoan CDK9 proteins"
"YBR130C","SHE3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein adaptor between Myo4p and the She2p-mRNA complex; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud; also required for cortical ER inheritance"
"YMR140W","SIP5",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress"
"YPR189W","SKI3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Ski complex component and TPR protein; mediates 3'-5' RNA degradation by the cytoplasmic exosome; null mutants have superkiller phenotype of increased viral dsRNAs and are synthetic lethal with mutations in 5'-3' mRNA decay; mutations in the human ortholog, TTC37, causes Syndromic diarrhea/Trichohepatoenteric (SD/THE) syndrome"
"YDR088C","SLU7",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain"
"YER029C","SMB1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Core Sm protein Sm B; part of heteroheptameric complex (with Smd1p, Smd2p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm B and Sm B'"
"YDR510W","SMT3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Ubiquitin-like protein of the SUMO family; conjugated to lysine residues of target proteins; associates with transcriptionally active genes; regulates chromatid cohesion, chromosome segregation, APC-mediated proteolysis, DNA replication and septin ring dynamics; human homolog SUMO1 can complement yeast null mutant"
"YBR172C","SMY2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"GYF domain protein; involved in COPII vesicle formation; interacts with the Sec23p/Sec24p subcomplex; overexpression suppresses the temperature sensitivity of a myo2 mutant; similar to S. pombe Mpd2; SMY2 has a paralog, SYH1, that arose from the whole genome duplication"
"YDR477W","SNF1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"AMP-activated S/T protein kinase; forms a complex with Snf4p and members of the Sip1p/Sip2p/Gal83p family; required for transcription of glucose-repressed genes, thermotolerance, sporulation, and peroxisome biogenesis; regulates nucleocytoplasmic shuttling of Hxk2p; regulates filamentous growth and acts as a non-canonical GEF, activating Arf3p during invasive growth; SUMOylation by Mms21p inhibits its function and targets Snf1p for destruction via the Slx5-Slx8 Ub ligase"
"YLR025W","SNF7",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"One of four subunits of the ESCRT-III complex; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway; recruited from the cytoplasm to endosomal membranes; ESCRT-III stands for endosomal sorting complex required for transport III"
"YDR240C","SNU56",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific, no metazoan counterpart; interacts with mRNA in commitment complex"
"YGR013W","SNU71",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Component of U1 snRNP required for mRNA splicing via spliceosome; yeast specific, no metazoan counterpart"
"YOR357C","SNX3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Sorting nexin for late-Golgi enzymes; required to maintain late-Golgi resident enzymes in their proper location by recycling molecules from the prevacuolar compartment; contains a PX domain and sequence similarity to human Snx3p"
"YJR104C","SOD1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Cytosolic copper-zinc superoxide dismutase; detoxifies superoxide; stabilizes Yck1p and Yck2p kinases in glucose to repress respiration; phosphorylated by Dun1p, enters nucleus under oxidative stress to promote transcription of stress response genes; human ortholog SOD1 implicated in ALS complements a null allele; abundance increases under DNA replication stress and during exposure to boric acid; localization to mitochondrial intermembrane space is modulated by MICOS complex"
"YLL021W","SPA2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Component of the polarisome; functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate; coding sequence contains length polymorphisms in different strains; SPA2 has a paralog, SPH1, that arose from the whole genome duplication"
"YNL224C","SQS1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Protein that stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles; relocalizes from nucleus to nucleolus upon DNA replication stress"
"YNL189W","SRP1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Karyopherin alpha homolog; forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; involved in cotranslational protein degradation; binds ribosome-bound nascent polypeptides; Srp1p and Sts1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation"
"YPR088C","SRP54",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Signal recognition particle (SRP) subunit (homolog of mammalian SRP54); contains the signal sequence-binding activity of SRP, interacts with the SRP RNA, and mediates binding of SRP to signal receptor; contains GTPase domain"
"YPL243W","SRP68",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress"
"YPL210C","SRP72",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Core component of the signal recognition particle (SRP); the SRP is a ribonucleoprotein (RNP) complex that functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane"
"YAL005C","SSA1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus, cytoplasm, cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions, vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils"
"YNL209W","SSB2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; SSB2 has a paralog, SSB1, that arose from the whole genome duplication"
"YPL106C","SSE1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"ATPase component of heat shock protein Hsp90 chaperone complex; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; plays a role in prion propagation and determining prion variants; binds unfolded proteins; member of Hsp110 subclass of HSP70 proteins; deletion results in spindle elongation in S phase; SSE1 has a paralog, SSE2, that arose from the whole genome duplication"
"YLR452C","SST2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"GTPase-activating protein for Gpa1p; regulates desensitization to alpha factor pheromone; also required to prevent receptor-independent signaling of the mating pathway; member of the RGS (regulator of G-protein signaling) family"
"YNL244C","SUI1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Translation initiation factor eIF1; component of a complex involved in recognition of the initiator codon; modulates translation accuracy at the initiation phase"
"YPL237W","SUI3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Beta subunit of the translation initiation factor eIF2; involved in the identification of the start codon; proposed to be involved in mRNA binding"
"YPL032C","SVL3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Protein of unknown function; mutant phenotype suggests a potential role in vacuolar function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; relocalizes from bud neck to cytoplasm upon DNA replication stress; SVL3 has a paralog, PAM1, that arose from the whole genome duplication"
"YPL105C","SYH1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Protein of unknown function that influences nuclear pore distribution; co-purifies with ribosomes; contains a GYF domain, which bind proline-rich sequences; deletion extends chronological lifespan; SYH1 has a paralog, SMY2, that arose from the whole genome duplication"
"YCR030C","SYP1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Negative regulator of WASP-Arp23 complex; involved in endocytic site formation; directly inhibits Las17p stimulation of Arp23 complex-mediated actin assembly in vitro; may regulate assembly and disassembly of the septin ring; colocalizes and interacts with septin subunits; potential role in actin cytoskeletal organization"
"YDR212W","TCP1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Alpha subunit of chaperonin-containing T-complex; complex mediates protein folding in the cytosol; involved in actin cytoskeleton maintenance; overexpression in neurons suppresses formation of pathogenic conformations of huntingtin protein"
"YJL052W","TDH1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 1; involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides secreted by S. cerevisiae are active against a wide variety of wine-related yeasts and bateria"
"YPR045C","THP3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes"
"YHR025W","THR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Homoserine kinase; conserved protein required for threonine biosynthesis; long-lived protein that is preferentially retained in mother cells and forms cytoplasmic filaments; expression is regulated by the GCN4-mediated general amino acid control pathway"
"YIL078W","THS1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"Threonyl-tRNA synthetase; essential cytoplasmic protein; human homolog TARS can complement yeast null mutant"
"YMR146C","TIF34",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"eIF3i subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; essential for translation; stimulates rate of ribosomal scanning during translation reinitiation; eIF3 is also involved in programmed stop codon readthrough"
"YPR074C","TKL1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Transketolase; catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway; needed for synthesis of aromatic amino acids; TKL1 has a paralog, TKL2, that arose from the whole genome duplication"
"YDR117C","TMA64",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Protein of unknown function that associates with ribosomes; has a putative RNA binding domain; in mammals the corresponding protein, eIF2D, has been shown to possess translation initiation factor activity"
"YNL088W","TOP2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Topoisomerase II; relieves torsional strain in DNA by cleaving and re-sealing phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis; required for replication slow zone (RSZ) breakage following Mec1p inactivation; human homolog TOP2A implicated in cancers, and can complement yeast null mutant"
"YKL203C","TOR2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"PIK-related protein kinase and rapamycin target; subunit of TORC1, a complex that regulates growth in response to nutrients and TORC2, a complex that regulates cell-cycle dependent polarization of the actin cytoskeleton; involved in meiosis; TOR2 has a paralog, TOR1, that arose from the whole genome duplication"
"YNL079C","TPM1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Major isoform of tropomyosin; binds to and stabilizes actin cables and filaments, which direct polarized cell growth and the distribution of several organelles; acetylated by the NatB complex and acetylated form binds actin most efficiently; TPM1 has a paralog, TPM2, that arose from the whole genome duplication"
"YDR074W","TPS2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in synthesis of the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress"
"YOL102C","TPT1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",TRUE,"tRNA 2'-phosphotransferase that catalyzes final step in tRNA splicing: the transfer of the 2'-PO(4) from the splice junction to NAD(+) to form ADP-ribose 1''-2''cyclic phosphate and nicotinamide"
"YNL299W","TRF5",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs, and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p"
"YPL030W","TRM44",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene"
"YGL026C","TRP5",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Tryptophan synthase; catalyzes the last step of tryptophan biosynthesis; regulated by the general control system of amino acid biosynthesis"
"YDR353W","TRR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Cytoplasmic thioredoxin reductase; key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells against both oxidative and reductive stress; protein abundance increases in response to DNA replication stress; TRR1 has a paralog, TRR2, that arose from the whole genome duplication"
"YML028W","TSA1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Thioredoxin peroxidase; acts as both ribosome-associated and free cytoplasmic antioxidant; self-associates to form high-molecular weight chaperone complex under oxidative stress; chaperone activity essential for growth in zinc deficiency; required for telomere length maintenance; binds and modulates Cdc19p activity; protein abundance increases, forms cytoplasmic foci during DNA replication stress; TSA1 has a paralog, TSA2, that arose from the whole genome duplication"
"YML100W","TSL1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",FALSE,"Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog, TPS3, that arose from the whole genome duplication"
"YDL060W","TSR1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"unknownRBD",TRUE,"Protein required for processing of 20S pre-rRNA in the cytoplasm; associates with pre-40S ribosomal particles; inhibits the premature association of 60S subunits with assembling 40S subunits in the cytoplasm; similar to Bms1p; relocalizes from nucleus to cytoplasm upon DNA replication stress"
"YLR435W","TSR2",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Protein with a potential role in pre-rRNA processing"
"YOR006C","TSR3",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Protein required for 20S pre-rRNA processing; involved in processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; relative distribution to the nucleus increases upon DNA replication stress"
"YPL207W","TYW1",TRUE,FALSE,FALSE,FALSE,FALSE,0,"nonclassicalRBD",FALSE,"Iron-sulfer protein required for synthesis of Wybutosine modified tRNA; Wybutosine is a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions; induction by Yap5p in response to iron provides protection from high iron toxicity; overexpression results in increased cellular iron"
